2025-10-10 10:19:28,westus-0.in.applicationinsights.azure.com,192.168.1.9,clean
2025-10-10 10:19:29,www.virustotal.com,192.168.1.57,clean
2025-10-10 10:19:29,www.virustotal.com,192.168.1.57,clean
2025-10-10 10:19:29,www.virustotal.com,49.205.72.130,clean
2025-10-10 10:19:31,g.whatsapp.net,192.168.1.57,clean
2025-10-10 10:19:31,g.whatsapp.net,192.168.1.57,clean
2025-10-10 10:19:31,g.whatsapp.net,49.205.72.130,clean
2025-10-10 10:19:32,c.whatsapp.net,192.168.1.57,clean
2025-10-10 10:19:33,webhooks.fivetran.com,192.168.1.57,clean
2025-10-10 10:19:33,webhooks.fivetran.com,192.168.1.57,clean
2025-10-10 10:19:33,webhooks.fivetran.com,192.168.1.57,clean
2025-10-10 10:19:33,webhooks.fivetran.com,49.205.72.130,clean
2025-10-10 10:19:33,webhooks.fivetran.com,49.205.72.130,clean
2025-10-10 10:19:33,webhooks.fivetran.com,49.205.72.130,clean
2025-10-10 10:19:38,www.virustotal.com,192.168.1.9,clean
2025-10-10 10:19:38,g.whatsapp.net,192.168.1.9,clean
2025-10-10 10:19:39,browser-intake-datadoghq.com,192.168.1.57,clean
2025-10-10 10:19:39,browser-intake-datadoghq.com,192.168.1.57,clean
2025-10-10 10:19:39,browser-intake-datadoghq.com,192.168.1.57,clean
2025-10-10 10:19:39,browser-intake-datadoghq.com,49.205.72.130,clean
2025-10-10 10:19:39,browser-intake-datadoghq.com,49.205.72.130,clean
2025-10-10 10:19:39,browser-intake-datadoghq.com,49.205.72.130,clean
2025-10-10 10:20:13,malware-site.net,192.168.1.57,clean
2025-10-10 10:20:15,malware-site.net,192.168.1.57,clean
2025-10-10 10:20:17,malware-site.net,192.168.1.57,clean
2025-10-10 10:20:17,safebrowsing.google.com,192.168.1.57,clean
2025-10-10 10:20:17,safebrowsing.google.com,192.168.1.57,clean
2025-10-10 10:20:17,safebrowsing.google.com,192.168.1.57,clean
2025-10-10 10:20:17,safebrowsing.google.com,49.205.72.130,clean
2025-10-10 10:20:17,safebrowsing.google.com,49.205.72.130,clean
2025-10-10 10:20:17,safebrowsing.google.com,49.205.72.130,clean
